SubjectID,X-Grade,Pass,n_attempts,n_assignments_attempted,n_code_states_attempts,mean_score_attempt,median_score_attempt,std_score_attempt,min_score_attempt,max_score_attempt,n_correct_attempts,correct_attempt_rate,active_days_attempts,first_attempt_day_from_start,last_attempt_day_from_start,attempts_per_active_day,n_problems_attempted,n_solved_problems,mean_attempts_per_problem,median_attempts_per_problem,max_attempts_single_problem,mean_first_score_problem,mean_last_score_problem,mean_best_score_problem,mean_score_improvement_problem,n_first_attempt_correct,solve_rate,first_attempt_correct_rate,n_compile_events_total,n_compile_success_total,n_compile_errors_total,compile_success_rate,compile_error_rate,phase_n_attempts_early,phase_n_attempts_late,phase_n_attempts_middle,phase_mean_score_early,phase_mean_score_late,phase_mean_score_middle,phase_correct_rate_early,phase_correct_rate_late,phase_correct_rate_middle,score_change_late_early,correct_rate_change_late_early,attempts_change_late_early,mean_gap_hours,median_gap_hours,max_gap_hours,n_large_gaps_24h,n_large_gaps_72h
80b79645be384d8162597a76b28062cd35ea1019db9344ebd3f549d05246afa2,48.5,0,183,5,183,0.41688175409836065,0.214286,0.44896060216217615,0.0,1.0,50,0.273224043715847,65,2.2184837962962964,67.54133101851852,2.772727272727273,50,49,3.66,2.0,21,0.4780889,0.996,0.996,0.5179111000000001,20,0.98,0.4,183,93,90,0.5081967213114754,0.4918032786885246,61,61,61,0.38114754098360654,0.5137246065573771,0.35577311475409834,0.16393442622950818,0.4426229508196721,0.21311475409836064,0.13257706557377053,0.2786885245901639,0,8.614001831501833,0.01597222222222222,554.5616666666666,5,5
f2c0c481d6d6af0b83c418cd9a25d31dc1ffd303019b7cff7adf84e88f578dcf,87.15,1,238,5,238,0.4956738483193277,0.5298244999999999,0.4026636872288682,0.0,1.0,56,0.23529411764705882,67,1.9739699074074073,69.33251157407408,3.5,50,50,4.76,3.0,21,0.380450154,1.0,1.0,0.6195498460000001,10,1.0,0.2,238,187,51,0.7857142857142857,0.21428571428571427,80,79,79,0.5325395,0.546692588607595,0.4073228025316456,0.2625,0.25316455696202533,0.189873417721519,0.0141530886075949,-0.009335443037974678,-1,6.821118143459915,0.02722222222222222,509.21666666666664,11,7
c24802aafcbbb5d0d9f4ff58778800955e3c56280ac70345100d3a9a6ea2653f,44.0,0,442,5,442,0.2551726088235294,0.0,0.375322340821472,0.0,1.0,51,0.11538461538461539,64,6.432615740740741,71.42725694444445,6.8,50,46,8.84,7.0,27,0.24518633999999997,0.9516523859999999,0.9516523859999999,0.7064660460000001,4,0.92,0.08,442,172,270,0.3891402714932127,0.6108597285067874,148,147,147,0.24759461486486484,0.2973887142857143,0.22058604829931974,0.0945945945945946,0.14285714285714285,0.10884353741496598,0.04979409942084945,0.04826254826254825,-1,3.537123330813807,0.008888888888888889,528.1455555555556,7,6
b83f22b6c073f282fc8e9556f47e3cb0ecb74d950973838f47c4837826ff08e0,52.03,0,206,5,206,0.3838191713592233,0.0,0.45285254673075115,0.0,1.0,58,0.2815533980582524,63,6.993888888888889,70.16743055555555,3.21875,50,50,4.12,2.0,30,0.36574424,1.0,1.0,0.63425576,14,1.0,0.28,206,94,112,0.4563106796116505,0.5436893203883495,69,69,68,0.16110247826086957,0.5459913768115943,0.44525401911764706,0.07246376811594203,0.463768115942029,0.3088235294117647,0.3848888985507247,0.391304347826087,0,7.3959268292682925,0.010833333333333334,504.52555555555557,6,5
fa57bd66cb6354a6d8af1e7b47b28589e586bf1303a9080652bf2cfe6b9bbab4,48.0,0,113,5,113,0.4639380530973451,0.0,0.48788705991396936,0.0,1.0,49,0.4336283185840708,62,7.365787037037037,70.21858796296296,1.7936507936507937,50,49,2.26,1.0,22,0.6613333400000001,0.9925,0.9925,0.33116666,32,0.98,0.64,113,57,56,0.504424778761062,0.49557522123893805,38,38,37,0.42105263157894735,0.5953947368421053,0.372972972972973,0.42105263157894735,0.5789473684210527,0.2972972972972973,0.17434210526315796,0.1578947368421053,0,13.468457341269842,0.007916666666666666,505.3311111111111,5,5
2b094c4248c216c84aca0e3dbdd79ba28f43b7e9912a7d2190688321f51e5a7a,80.65,1,322,5,322,0.33781022608695654,0.0,0.408962736030434,0.0,1.0,49,0.15217391304347827,65,6.4359375,72.23886574074074,4.878787878787879,50,48,6.44,3.0,36,0.269958074,0.99632352,0.99632352,0.726365446,7,0.96,0.14,322,164,158,0.5093167701863354,0.4906832298136646,108,107,107,0.3573141861111111,0.34126802523364486,0.3146661869158879,0.21296296296296297,0.16822429906542055,0.07476635514018691,-0.016046160877466242,-0.04473866389754241,-1,4.9198451021114575,0.011944444444444445,538.7144444444444,4,4
a50b5be5f4ff7ea94290013a66e36e6dea9aed76a2d5c4bef41e28b4ad4503ed,48.56,0,333,5,333,0.3153228606606607,0.0,0.3937604254436713,0.0,1.0,47,0.14114114114114115,70,1.9755671296296295,72.55303240740741,4.690140845070423,50,45,6.66,4.0,62,0.32943804,0.9646714319999999,0.98225714,0.6352333920000001,8,0.9,0.16,333,163,170,0.4894894894894895,0.5105105105105106,111,111,111,0.3053293873873874,0.44808062162162166,0.19255857297297296,0.14414414414414414,0.23423423423423423,0.04504504504504504,0.14275123423423425,0.09009009009009009,0,5.101985441767068,0.016944444444444446,542.1305555555556,8,7
f957373d2a222c4eb2d4a1ff4cb458e3bebf9e8e6e6d09515d4e23c376f39647,55.4,0,229,5,229,0.4214553580786026,0.176471,0.4455163079129722,0.0,1.0,63,0.27510917030567683,65,7.390150462962963,72.4984375,3.4696969696969697,50,49,4.58,3.0,29,0.43538462,0.9953846199999999,0.9953846199999999,0.56,21,0.98,0.42,229,121,108,0.5283842794759825,0.47161572052401746,77,76,76,0.22468472727272726,0.5216083947368421,0.5206620394736842,0.07792207792207792,0.4605263157894737,0.2894736842105263,0.2969236674641148,0.3826042378673957,-1,6.853503898635478,0.011944444444444445,541.6052777777778,4,4
3e88c0584a41035de2c85904f13d7e5f03eab562308106eb2d9c7d8d1d5f65fb,19.0,0,89,5,89,0.580379786516854,1.0,0.482154264768018,0.0,1.0,49,0.550561797752809,65,5.915358796296296,70.92813657407407,1.3484848484848484,49,46,1.816326530612245,1.0,11,0.7353383469387755,0.9630027551020408,0.9738871020408163,0.22766440816326533,35,0.9387755102040817,0.7142857142857143,89,55,34,0.6179775280898876,0.38202247191011235,30,30,29,0.8133333333333332,0.7518518666666666,0.16200844827586208,0.8,0.7333333333333333,0.10344827586206896,-0.06148146666666665,-0.06666666666666676,0,17.730757575757575,0.011944444444444445,507.8041666666667,4,4
9ecd8d14b33e6d7b4895b660bfc04f1b62dc5ff8d0361871658026089631b0f4,78.66,1,192,5,192,0.44187420937500005,0.36931800000000004,0.43706780193184414,0.0,1.0,50,0.2604166666666667,69,2.1362847222222223,71.1407175925926,2.742857142857143,50,50,3.84,3.0,19,0.375924638,1.0,1.0,0.624075362,15,1.0,0.3,192,134,58,0.6979166666666666,0.3020833333333333,64,64,64,0.51973533125,0.487137634375,0.3187496625,0.328125,0.28125,0.171875,-0.032597696875000026,-0.046875,0,8.670714077952297,0.016944444444444446,584.2694444444444,7,5
